T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.0872369583,0.99,0.000986,0.00632,0.001714,0.00098,0.027763546124633436,0.0003180381749115311,0.995431193458755,0.00016546755251308103,0.0026247098252072786,0.0007892239835406775,0.0009894051799839638,0.4878065875337866,0.07685624711455748,0.3480037196142565,0.08722309243050186,0.0001103533068975903,0.027636699853491053,4.593966026327131e-06,7.287125229592084e-05,2.191165646969854e-05,2.7469396350436023e-05,0.00015514111680906752,2.4443220562863488e-05,0.00011067846784854234,2.7740273126736595e-05,3.5096564321161694e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.68344981927823,-0.39294958355234755,-0.46365764315457625
200.0,5.3529134841,0.99,0.000986,0.00632,0.001714,0.00098,0.027762439409757183,0.0003347221638130461,0.9950982654754754,0.00018834635634620747,0.0028685170571687096,0.0008563742275349965,0.000988496883474645,0.465143191583698,0.08310293715120279,0.36164365475903376,0.09000495462306621,0.00010526188299922739,0.027626355302017354,5.22895430611012e-06,7.963703099550127e-05,2.377503760401795e-05,2.7443084834198637e-05,0.00015569373556980164,2.7816394942470176e-05,0.000121050146650202,3.012665316532775e-05,3.523348524453708e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.661226028147546,-0.428536259746334,-0.5057775731238223
200.0,5.6185900099,0.99,0.000986,0.00632,0.001714,0.00098,0.027761378267074296,0.00035141758470285257,0.9947695566330527,0.00021277888099411176,0.003108445719345211,0.0009215286774073261,0.0009876900892005806,0.4446139937877912,0.08940176072106377,0.373552616701096,0.09233096986075882,0.00010065892929005719,0.027616173950259962,5.907035002522322e-06,8.629473743741027e-05,2.5582906197461464e-05,2.741963817693767e-05,0.0001562451758219947,3.141735082077859e-05,0.00013127295832052963,3.2446726421739744e-05,3.537331780988712e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.639344012326625,-0.46350223294204085,-0.5471821573968967
200.0,5.8842665356,0.99,0.000986,0.00632,0.001714,0.00098,0.02776036569386949,0.00036812309356818243,0.9944453682648268,0.00023887296199104208,0.0033441394516436074,0.0009846563678079204,0.0009869629537305926,0.42593077798636664,0.095788352014244,0.38392456374649575,0.09425982988012788,9.647637276565016e-05,0.027606167085606308,6.631200779249115e-06,9.283453410892272e-05,2.733442085314513e-05,2.7398452521862844e-05,0.00015679495563824397,3.526190447128154e-05,0.00014133149810317488,3.4699220174683276e-05,3.551518079872828e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.617824295111166,-0.4978255069126547,-0.5878444070250417
200.0,6.1499430614,0.99,0.000986,0.00632,0.001714,0.00098,0.02775940478603982,0.00038483728433549787,0.9941260037041076,0.00026673943903168475,0.003575231428754306,0.0010457254964160187,0.0009862999316904621,0.4088548459443082,0.10229341983919973,0.3929190116770456,0.09584006415020381,9.26583892425675e-05,0.027596346145150448,7.404528060481727e-06,9.924629643456227e-05,2.9028717350094697e-05,2.7379099044238963e-05,0.0001573425886006159,3.936632189630857e-05,0.00015120988541758202,3.688283001810434e-05,3.5658402887011185e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.5966880409513,-0.5314837014207257,-0.6277368183183896
200.0,6.4156195872,0.99,0.000986,0.00632,0.001714,0.00098,0.027758498698641113,0.00040155869206564415,0.9938117669734053,0.0002964908944067141,0.0038013481716499473,0.0011047042747836854,0.0009856896857542488,0.39318682384623066,0.10894331275472888,0.40066850235878326,0.0971122023351216,8.915870513554055e-05,0.0275867226402255,8.230142106547713e-06,0.00010551971827582684,3.066493217396621e-05,2.7361265859273284e-05,0.0001578875867211372,4.3747134179087335e-05,0.00016089191975909346,3.899624895330563e-05,3.5802453020494095e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.575956774983425,-0.564454391725981,-0.6668317780758564
200.0,6.681296113,0.99,0.000986,0.00632,0.001714,0.00098,0.027757650598705958,0.00041828579996440777,0.9935029598756376,0.00032824007413722445,0.004022114332431846,0.001161561943988841,0.0009851237738045784,0.3787588877370642,0.11576034026079988,0.4072843961570637,0.09811043724185713,8.593860321501775e-05,0.027577308029008134,9.111173290394417e-06,0.00011164444430769065,3.224223058999591e-05,2.734472150974613e-05,0.0001584294643507272,4.842090653014072e-05,0.00017036127945957815,4.103820272656803e-05,3.594689739361752e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.555652050325087,-0.5967155232993342,-0.7051020591002022
200.0,6.9469726388,0.99,0.000986,0.00632,0.001714,0.00098,0.02775686360985512,0.0004350170503244218,0.9931998778056861,0.00036209799320938797,0.0042371584599343514,0.0012162699466796367,0.0009845957944906536,0.3654287644300081,0.12276291490699734,0.41286143475845377,0.09886392048453403,8.296542000674422e-05,0.0275681135455772,1.0050704610915228e-05,0.00011761022946574157,3.375983902275244e-05,2.7329291178514015e-05,0.00015896774320604012,5.340396113206997e-05,0.00017960176354133128,4.300749107269018e-05,3.609137229026064e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.535795059539435,-0.6282458931817168,-0.7425213973030793
200.0,7.2126491646,0.99,0.000986,0.00632,0.001714,0.00098,0.0277561407491461,0.0004517508593747646,0.9929028045262694,0.00039817175073472765,0.004446119677819865,0.0012688032316567025,0.00098410081351924,0.3530750527843714,0.1299655689812782,0.41748138358335807,0.09939778325564902,8.021139534330353e-05,0.027559149992653034,1.1051711155727019e-05,0.00012340712356511628,3.521708108083486e-05,2.7314840691389204e-05,0.00015950195851913016,5.871205747642268e-05,0.00018859757380674776,4.490303400568603e-05,3.623556677798636e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.51640619336949,-0.6590257002844098,-0.7790651512986209
200.0,7.4783256903,0.99,0.000986,0.00632,0.001714,0.00098,0.027755484857563937,0.000468485635810489,0.9926120061559054,0.00043656211078792195,0.004648655115936503,0.0013191416497446095,0.0009836349676254938,0.3415935386986381,0.13737889350196544,0.4212159677754168,0.09973394724458721,7.765277939228687e-05,0.027550427506296393,1.2116993055360317e-05,0.00012902567667841274,3.661341608446842e-05,2.7301265449299787e-05,0.00016003166616598635,6.436003826920973e-05,0.0001973336304767966,4.6723921686770206e-05,3.637921172604715e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.497504556663934,-0.6890371339427261,-0.8147110109288072
200.0,7.7440022161,0.99,0.000986,0.00632,0.001714,0.00098,0.027754898526560563,0.0004852198025169353,0.9923277246632337,0.0004773609372899066,0.004844447833781871,0.0013672713812969972,0.0009831951843976977,0.3308942662556281,0.14500944398107707,0.42412924890072684,0.09989177173136735,7.526913120056567e-05,0.027541955303120782,1.3249104375025197e-05,0.00013445715804383195,3.7948478446168456e-05,2.72884825747611e-05,0.00016055645052654208,7.036145377158881e-05,0.00020579591039326676,4.846946575256084e-05,3.6522072976759766e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.479107458431336,-0.7182649921278212,-0.8494397416272434
200.0,8.0096787419,0.99,0.000986,0.00632,0.001714,0.00098,0.027754384023983333,0.0005019518206895241,0.9920501712212065,0.0005206486030950612,0.005033214876477997,0.0014131863194300172,0.0009827789797904258,0.320899190020144,0.15285965492874123,0.4262795426531843,0.09988856963616423,7.30427617663479e-05,0.027533741423131784,1.4450281271850804e-05,0.00013969377855699617,3.9222115806900275e-05,2.7276425215802033e-05,0.00016107593268840483,7.672818210145405e-05,0.0002139717925574635,5.0139249394944944e-05,3.666394725680949e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.461229899450707,-0.7466972854008844,-0.8832359146899513
200.0,8.2753552677,0.99,0.000986,0.00632,0.001714,0.00098,0.027753943223487957,0.0005186802152151116,0.9917795198294395,0.0005664915188003814,0.005214715021300062,0.0014568893212653217,0.0009823843091947915,0.3115402781589116,0.16092780157819714,0.4277209458046401,0.09974001617069506,7.095828755607617e-05,0.02752579248356441,1.5722373449373245e-05,0.0001447289046278317,4.043442350530365e-05,2.7265038341037682e-05,0.00016158977852364,8.347006675667407e-05,0.0002218503922219618,5.173317305297482e-05,3.680465986088136e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.443884086079283,-0.7743257975339581,-0.9160885871269322
200.0,8.5410317935,0.99,0.000986,0.00632,0.001714,0.00098,0.027753577541937607,0.0005354036000062234,0.9915159016395646,0.0006149399409234407,0.005388755727025063,0.0014983932360078094,0.0009820094564791661,0.3027579681968941,0.16920804176387866,0.42850452013031315,0.09946046763958408,6.900226933005941e-05,0.027518113460217836,1.7066783334053244e-05,0.00014955724992455046,4.158577286385756e-05,2.725427559731054e-05,0.0001620977061031868,9.059459471038403e-05,0.00022942286269670887,5.32514924325358e-05,3.694406340791282e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.427079001549703,-0.8011465623717875,-0.9479918828348417
200.0,8.8067083193,0.99,0.000986,0.00632,0.001714,0.00098,0.027753287889237022,0.0005521207017391569,0.991259400408501,0.0006660262164238683,0.005555198799523427,0.001537721624824717,0.000981652950727033,0.2944999008246323,0.17769056251130275,0.4286791696417124,0.09906320410484305,6.716291750949781e-05,0.027510707512449602,1.84844173261909e-05,0.0001541750315651176,4.2676830947265696e-05,2.7244096948846356e-05,0.0001625994919054081,9.810663806616601e-05,0.00023668264396354134,5.4694845766895275e-05,3.7082037146193045e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.41082006561621,-0.8271602201034334,-0.9789454305952425
200.0,9.072384845,0.99,0.000986,0.00632,0.001714,0.00098,0.02775307463444867,0.0005688303805503123,0.9910100494433592,0.0007197635996077791,0.005713964348089264,0.0015749091052095143,0.0009813135037342164,0.28671987451093384,0.18636184502287254,0.42829224316973025,0.09856060744657187,6.542984989153364e-05,0.027503575865690216,1.9975652899074124e-05,0.0001585800790111002,4.370856993935242e-05,2.7234466908928032e-05,0.00016309497532939228,0.0001060082792244189,0.00024362563966898453,5.606426784110342e-05,3.721848641315089e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.39510890899864,-0.8523722173932633,-1.008954616853174
200.0,9.3380613708,0.99,0.000986,0.00632,0.001714,0.00098,0.027752937590934956,0.0005855316463420003,0.990767830297756,0.0007761457377900431,0.005865032721578947,0.0016100012794395236,0.000980989963435678,0.2793769767655389,0.19520504903484695,0.4273898950136318,0.09796428529507846,6.379389090379055e-05,0.027496717761359656,2.1540324222357235e-05,0.0001627718870907719,4.468226502961053e-05,2.7225353232563938e-05,0.0001635840611555768,0.00011429873373564484,0.0002502503088572665,5.736118925154471e-05,3.7353341967458444e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.379943281302484,-0.8767928471926858,-1.0380306445815712
200.0,9.6037378966,0.99,0.000986,0.00632,0.001714,0.00098,0.027752876021756284,0.0006022236697504357,0.9905326733356992,0.0008351468694452774,0.0060084442742119205,0.0016430542408906654,0.0009806812797530005,0.2724348576285019,0.20420050474259402,0.4260172398446658,0.09728515088016657,6.224690407161228e-05,0.027490130478584476,2.3177727527672667e-05,0.00016675160902583484,4.559948064445952e-05,2.7216725973842312e-05,0.00016406671972897389,0.00012297437733097623,0.00025655766555620615,5.858742057527874e-05,3.7486559000609684e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.36531710042273,-0.9004370924068432,-1.0661903606059902
200.0,9.8694144224,0.99,0.000986,0.00632,0.001714,0.00098,0.0277528886648756,0.0006189057872347498,0.990304460123647,0.0008967227186468078,0.006144296990293966,0.0016741336872227387,0.0009803864801894858,0.2658611185733331,0.21332628903854076,0.42421834211374054,0.09653346862309872,6.078165128692604e-05,0.027483809426141315,2.4886645773869422e-05,0.00017052199029555867,4.646204583161034e-05,2.7208556833248067e-05,0.0001645429848857399,0.00013202887485526586,0.00026255118698532504,5.974512239267994e-05,3.7618115739163004e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.351220639710444,-0.9233243189452338,-1.093455898032591
200.0,10.1350909482,0.99,0.000986,0.00632,0.001714,0.00098,0.027752973776004396,0.00063557749984561,0.9900830274378102,0.0009608120187210675,0.006272742185935814,0.0017033137045285311,0.0009801046530044486,0.25962679140212597,0.22255885820218704,0.4220360837398075,0.09571887498325106,5.939167262824689e-05,0.027477748296548588,2.666539075923563e-05,0.00017408724938991314,4.727202057408922e-05,2.720081873257235e-05,0.00016501294697230095,0.00014145340266463968,0.00026823663894797936,6.083676324988921e-05,3.774801080071011e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.33764084050871,-0.945474339130346,-1.1198506591356185
203.3690344828,2.8817582798,0.99,0.000986,0.00632,0.001714,0.00098,0.027539996404075503,0.00017832994014395807,0.9982513342370806,2.3152843106627488e-06,5.093022063845406e-05,1.6477816977945264e-05,0.0016789424409924397,0.9829731006544874,0.0018237134274606739,0.011658787772237438,0.0031596228743306335,0.0003847752714840183,0.02749183815525277,6.376292159006453e-08,1.4026180932417968e-06,4.5379902031962687e-07,4.6238068787581534e-05,0.00017529353420283562,3.252227063587946e-07,2.0791109255742124e-06,5.634553580568626e-07,6.861695113262019e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.133567561738673,-0.00850467132291044,-0.009838820234921997
203.3690344828,3.1428609628,0.99,0.000986,0.00632,0.001714,0.00098,0.027537529642165975,0.00019435702991103923,0.9985148857713416,1.4691722838973865e-05,0.0003134765772073979,0.00010060486903577878,0.0010563410595761569,0.9055904618574271,0.010614747263429411,0.06586370752299357,0.017707865508392706,0.00022321784775714058,0.027496633265072293,4.0457375317272964e-07,8.63237053697345e-06,2.770409563218984e-06,2.9089023240315433e-05,0.00017600787248237579,2.063050751376472e-06,1.2801074573098402e-05,3.441648146275341e-06,4.3383957913212375e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.10276783823742,-0.04422595915221805,-0.0524202269386258
203.3690344828,3.4039636458,0.99,0.000986,0.00632,0.001714,0.00098,0.027536038999768236,0.00021040133317599244,0.9981901288814843,2.7871549980735624e-05,0.0005761670238840271,0.0001834354039025353,0.0010223971407485148,0.8394223988612121,0.018601435077327033,0.11192182915322751,0.02985381911680847,0.00020051779142479104,0.027486202318064232,7.674720872535258e-07,1.5865357640050965e-05,5.051084435798451e-06,2.815276754090264e-05,0.0001766155918181887,3.913766739256278e-06,2.3548502065334726e-05,6.2812833425714315e-06,4.218921064128162e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.07888882950221,-0.08024924982771608,-0.0952852187399138
203.3690344828,3.6650663288,0.99,0.000986,0.00632,0.001714,0.00098,0.027534607698800843,0.00022646572662547587,0.9978460067614358,4.185235563571508e-05,0.000837525268747805,0.0002645444480151102,0.0010100711661657255,0.782551792375973,0.02594923830849974,0.15127648435232566,0.040037565787361264,0.00018491917584040246,0.027475298339991107,1.1523881937001113e-06,2.306092971280356e-05,7.284127594991873e-06,2.781191330824353e-05,0.00017722116028249328,5.876613108912028e-06,3.425893895019686e-05,9.067136428350062e-06,4.187785552368089e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.055442797632956,-0.11589699530152942,-0.13771990062014794
203.3690344828,3.9261690118,0.99,0.000986,0.00632,0.001714,0.00098,0.027533211745117702,0.00024254907065852203,0.9974984877648602,5.6693674369091244e-05,0.0010973254577575755,0.00034391376928012517,0.0010035793337330313,0.7331608475171586,0.032816717946958826,0.1852077097872105,0.048642367073632876,0.0001723576750391911,0.027464337079064594,1.5609589410129414e-06,3.0212894181747535e-05,9.469050631651241e-06,2.7631762298695697e-05,0.0001778274822085012,7.959664440097704e-06,4.492195788768116e-05,1.1798160928340345e-05,4.180519390161934e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.032258410129042,-0.15114376195042212,-0.17969557671375824
203.3690344828,4.1872716948,0.99,0.000986,0.00632,0.001714,0.00098,0.02753184732444374,0.0002586502399091074,0.9971511582387316,7.246087382760897e-05,0.0013553531305974377,0.00042153093418399946,0.0009994968226594288,0.6898698214936365,0.03932673472541438,0.2146834988056359,0.055958215900068865,0.00016172907524429273,0.027453413448020998,1.9949817152175115e-06,3.731537546231551e-05,1.1605525322484016e-05,2.7517993922726014e-05,0.0001784349948353822,1.0171869371570256e-05,5.55279384706043e-05,1.4473605967438442e-05,4.18312641122144e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.00930727812042,-0.18596990952319103,-0.2211898094681466
203.3690344828,4.4483743778,0.99,0.000986,0.00632,0.001714,0.00098,0.027530514415147964,0.0002747681513772101,0.9968053698774139,8.922437359320284e-05,0.0016113819971036575,0.0004973819370445021,0.0009966418148447181,0.651617071778709,0.04557631145803474,0.24044628209725183,0.06220781445615681,0.0001525202098475428,0.02744256460450704,2.456392903390218e-06,4.436217529957216e-05,1.369318058763788e-05,2.743806185032174e-05,0.00017904361821846667,1.2522918845916164e-05,6.606698043738505e-05,1.709272617933469e-05,4.190769610747349e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.98658792012299,-0.22036340355619188,-0.2621876309713649
203.3690344828,4.7094770608,0.99,0.000986,0.00632,0.001714,0.00098,0.027529214232226765,0.0002909017408799211,0.9964618221396715,0.00010705969470096317,0.0018651702799092431,0.0005714501646607085,0.000994497721057488,0.6175730753846038,0.05164369805290152,0.2630739768934256,0.0675648253860521,0.0001444242830170705,0.02743181097591806,2.9472692710596076e-06,5.134667221520392e-05,1.5731574005985906e-05,2.7377740816452883e-05,0.000179653082749948,1.5023241669066042e-05,7.652867785850164e-05,1.9654725327050444e-05,4.2013275355000235e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.964107613577198,-0.25431023535368524,-0.302671875793628
203.3690344828,4.9705797438,0.99,0.000986,0.00632,0.001714,0.00098,0.027527948562755703,0.0003070499406988721,0.9961209735631411,0.00012604756079604906,0.002116459716099816,0.0006437162098545239,0.0009928029501085392,0.5870804922197359,0.05759327169366925,0.28302245013350974,0.072166553578636,0.00013723237444915285,0.027421166922528283,3.469830770054461e-06,5.826179419994027e-05,1.772018671388739e-05,2.7329828543539986e-05,0.00018026303032153454,1.768401065819517e-05,8.690202652994365e-05,2.215873599676216e-05,4.213719243657779e-08,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.941877644085768,-0.2877956244508475,-0.34262436458789125
