T,P,z_carbon dioxide,z_nitrogen,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_oxygen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_oxygen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.3222639685,0.95,0.004749,0.003325,0.022154,0.019772,0.027884884261188996,0.00014498509170589113,0.9240462725492805,1.5912884271358576e-05,3.2623549344642606e-05,8.930556111459724e-05,0.07581588545598872,0.9511284380971375,0.00495478916183044,0.0034681487259043066,0.02311334743299648,0.017335276582131208,0.02576692336201979,4.4372893616852866e-07,9.097038976645472e-07,2.4902752355610845e-06,0.0021141171910998074,0.00013789944382159447,7.183705610113418e-07,5.028298610749053e-07,3.3510907972031176e-06,2.51335666500728e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,20.819145116395703,-0.10319434155028517
200.0,2.9106502542,0.95,0.004749,0.003325,0.022154,0.019772,0.027805299062908406,0.000181958851820387,0.9762539350736518,0.0001251886672167981,0.00024243225370187776,0.0006984725441760744,0.02267997146125347,0.8096764460331788,0.029462614826425124,0.01980088676861463,0.13683074679577656,0.0042293055760049105,0.027145032626064054,3.4809083312499885e-06,6.7409013166755946e-06,1.942123797804625e-05,0.0006306233892183805,0.00014732779646620876,5.360983565442627e-06,3.6029466214426114e-06,2.48975655806856e-05,7.69559586607414e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,20.07918196147738,-0.08659140342906468
200.0,3.4990365399,0.95,0.004749,0.003325,0.022154,0.019772,0.02779920244908617,0.00021883210637632118,0.976451613430205,0.0002583815159990542,0.00047608554399024674,0.0014333119225512136,0.02138060758725436,0.6800854574965827,0.05057165792083687,0.03239556857057966,0.23358968642940164,0.0033576295825990185,0.0271445760834831,7.182800072359505e-06,1.3234798420468189e-05,3.9844928307690104e-05,0.0005943638388025517,0.00014882453317988125,1.10667024257595e-05,7.089190507558496e-06,5.111692310913033e-05,7.347571539915913e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.950782980759232,-0.14258311907896726
200.0,4.0874228256,0.95,0.004749,0.003325,0.022154,0.019772,0.027794368224632895,0.00025585171158784185,0.9757649609220375,0.00039437322585041964,0.0006925014276933454,0.002174963138514741,0.02097320128590396,0.587093984733247,0.06608502357723134,0.040404410675685724,0.3035638060621396,0.002852774951696258,0.027120770624561637,1.0961354657222876e-05,1.9247639677392833e-05,6.0451726346881954e-05,0.0005829368793897589,0.00015020900085692754,1.690796639255752e-05,1.0337537627072262e-05,7.76673193571181e-05,7.298873541664105e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.833107990944523,-0.19834276523831207
200.0,4.6758091113,0.95,0.004749,0.003325,0.022154,0.019772,0.027789785481883027,0.0002930185484654356,0.9748874386564452,0.0005328183748799561,0.0008929076573111303,0.0029212019085061284,0.020765633402857656,0.5173289801950945,0.07804780863216,0.045607208655424676,0.35651843495937935,0.002497567557941447,0.027091912789245012,1.4806908338719511e-05,2.4813712251807034e-05,8.11795743866526e-05,0.000577072497660839,0.00015158698685587067,2.2869455596303618e-05,1.336375807977279e-05,0.00010446651431296614,7.318336205223654e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.71801189209186,-0.25286919002547137
200.0,5.264195397,0.95,0.004749,0.003325,0.022154,0.019772,0.027785276840444857,0.0003303320815596855,0.9739418272768057,0.0006736113591963689,0.0010787917071798895,0.0036711729185787798,0.02063459673823919,0.46309836833895995,0.08762961541495239,0.04900582754001832,0.39803669932809854,0.002229489377970772,0.027061243297374773,1.871647809813945e-05,2.9974526237169354e-05,0.00010200455587185532,0.0005733379828629163,0.0001529762479803026,2.8946873266295925e-05,1.6188197019849215e-05,0.00013148429142619745,7.364718670402936e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.604039238988445,-0.3060066708481415
200.0,5.8525816827,0.95,0.004749,0.003325,0.022154,0.019772,0.027780788118950923,0.0003677921258713762,0.972966575032289,0.0008166871719544894,0.0012515251048110204,0.004424268112915096,0.020540944578030438,0.41975283504331234,0.09553736203754742,0.051196926189999464,0.4314940977442996,0.0020187789848411758,0.027029778267793386,2.2688213283532908e-05,3.476835376230281e-05,0.00012290965502632513,0.0005706436290853773,0.00015438178754111694,3.513788948393288e-05,1.8829826321499837e-05,0.00015870013151032732,7.424910144991947e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.49072437177265,-0.3577202825363308
200.0,6.4409679684,0.95,0.004749,0.003325,0.022154,0.019772,0.027776298341118343,0.00040539882254069973,0.971977324709522,0.0009619962090661756,0.0014123370957400483,0.00517998225642499,0.020468359729246648,0.38432611881023365,0.10222260794872993,0.05255498876162771,0.4590478723570788,0.00184841212233012,0.026997932151933742,2.672069370604695e-05,3.9229496529504205e-05,0.00014388073255615992,0.0005685352663928871,0.0001558053560373058,4.144092489945469e-05,2.130573056260358e-05,0.00018609746694337316,7.493440979625865e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.37787041227169,-0.40800807570597186
200.0,7.0293542541,0.95,0.004749,0.003325,0.022154,0.019772,0.027771798426239537,0.0004431525391751542,0.9709814735200177,0.0011094980885459778,0.0015623235062958588,0.0059378758094108895,0.020408829075729627,0.35483864534183157,0.10798726331050494,0.053325155080441874,0.48214125644165307,0.0017076798255685785,0.026965901758210974,3.081275726939696e-05,4.338853349342436e-05,0.00016490549005900316,0.0005667898872067398,0.00015724764668070468,4.785482993462624e-05,2.3631177875806692e-05,0.00021366212203321775,7.567626507989e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.265378546154466,-0.4568794847855102
200.0,7.6177405398,0.95,0.004749,0.003325,0.022154,0.019772,0.027767284337082514,0.0004810537979026574,0.9699828654207258,0.0012591591394294744,0.0017024605615664783,0.006697558955640353,0.020357955922637967,0.3299193758150469,0.11304091177378876,0.05367339831854415,0.5017768873424691,0.0015894267501511358,0.026933790026235336,3.4963429850174346e-05,4.727270648568557e-05,0.00018597302388563908,0.0005652851506256814,0.00015870896873750243,5.437875992716031e-05,2.581979210747777e-05,0.00024138167735586862,7.64599774648282e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.15319296722281,-0.5043496699993533
200.0,8.2061268255,0.95,0.004749,0.003325,0.022154,0.019772,0.027762754410371227,0.0005191032285459298,0.9689836211771322,0.0014109512012340797,0.0018336187566734673,0.007458683246565779,0.020313125618394396,0.3085888888730083,0.1175336773297235,0.053715201714957056,0.5186735712258319,0.0014886608564793028,0.02690165430241291,3.917189168488003e-05,5.090630722377571e-05,0.00020707359119915606,0.0005639483178505038,0.00016018948850737976,6.101211136473503e-05,2.7883734632230076e-05,0.00026924512538477666,7.727686568083551e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.041279291711216,-0.5504362900153978
200.0,8.7945131112,0.95,0.004749,0.003325,0.022154,0.019772,0.027758208178722085,0.0005573015383218241,0.967984953346216,0.001564850765773018,0.0019565754232437503,0.00822093546715758,0.020272684997609692,0.2901289761286354,0.12157598169415364,0.05353273249572387,0.5333605281440914,0.0014017815373956286,0.02686952784885485,4.34374533249601e-05,5.431102791577129e-05,0.0002281984381212,0.0005627334105053059,0.0001616893247082243,6.775448162113775e-05,2.9833874170437616e-05,0.0002972426428148427,7.812150071817155e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.929614892172903,-0.5951584541550439
200.0,9.3828993969,0.95,0.004749,0.003325,0.022154,0.019772,0.027753645799743314,0.0005956494917931881,0.9669875657725174,0.0017208383358865882,0.002072025883439484,0.008984032926125794,0.02023553708203075,0.27400105287498266,0.1252509085180947,0.05318553887368053,0.5462363785367332,0.0013261211965089237,0.02683743039320644,4.775953765281608e-05,5.750627245687966e-05,0.0002493396676849268,0.0005616099287422528,0.00016320858789578186,7.46056400054382e-05,3.1679939200854654e-05,0.00032536542127435664,7.899034167567148e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.81818410138114,-0.6385361230836608
200.0,9.9712856826,0.95,0.004749,0.003325,0.022154,0.019772,0.027749067760563455,0.0006341478972924093,0.9659918643376144,0.0018788979027964615,0.002180593240715728,0.009747719587158095,0.02020092493171545,0.2597933345365792,0.12862221179251282,0.05271743834138441,0.5576073563926676,0.0012596589368561225,0.02680537369965748,5.213766521987958e-05,6.050942959484739e-05,0.0002704901313350216,0.0005605568347562277,0.00016474739682695517,8.156550515332093e-05,3.343065267483116e-05,0.0003536055325711892,7.988100661129018e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.706975636768593,-0.680589719200217
200.0,10.5596719682,0.95,0.004749,0.003325,0.022154,0.019772,0.02774447471742343,0.0006727975974712334,0.9649980746702614,0.002039016504883803,0.0022828369382562664,0.010511762803178611,0.020168309083419846,0.24718561041091008,0.13173965965400974,0.052161081443442364,0.5677128139696049,0.0012008345220329611,0.026773364685051357,5.657144186815776e-05,6.33361117174513e-05,0.00029164333732834105,0.0005595591414581233,0.00016630588481392062,8.863412650689574e-05,3.509385027664936e-05,0.0003819558172923835,8.079185813842932e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.595981125039398,-0.7213399159640694
200.0,11.1480582539,0.95,0.004749,0.003325,0.022154,0.019772,0.027739867407524016,0.0007115994625681263,0.9640063111889589,0.002201183804442295,0.002379260206939697,0.011275950316175095,0.020137294483483892,0.23592513837215429,0.1346426938321209,0.05154105080414287,0.5767426934799296,0.0011484235116525146,0.026741407252398052,6.106054687481854e-05,6.600036266850534e-05,0.00031279336666452563,0.000558605878918108,0.00016788420167193583,9.581166856966202e-05,3.667658405242456e-05,0.0004104097907204115,8.172175536925297e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.48519421892692,-0.7608075392219433
200.0,11.7364445396,0.95,0.004749,0.003325,0.022154,0.019772,0.02773524659091706,0.0007505543854771647,0.9630166178016465,0.0023653919177756624,0.0024703166612563563,0.01204008859168225,0.020107585027639204,0.22580977051823442,0.13736299469240623,0.05087600999744391,0.5848497736149694,0.0011014511769459566,0.026709503365879593,6.560472812367021e-05,6.851484175759597e-05,0.0003339348260667945,0.0005576888290894052,0.00016948251354605303,0.000103098398068662,3.81852124191616e-05,0.0004389615624320422,8.266990112457723e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.374610000111396,-0.7990133296200561
