T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_oxygen,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_oxygen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_oxygen,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,18.1244392974,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027763937596119437,0.0011482978711749412,0.9739740514405801,0.0024881923366451802,0.009674955241361416,0.008165395983332636,0.005697404998080652,0.15739953196244552,0.31245598107722,0.14758258289255172,0.305898737586703,0.07666316648107978,0.02704135478443589,6.90820167617594e-05,0.00026861485356640704,0.00022670354452885162,0.0001581823968265302,0.0001807415474764083,0.0003587925379068494,0.00016946876575801642,0.000351262869165913,8.803215086775401e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.335256241785267,-1.3629942622005942,-1.852937947113638
200.0,19.6820162775,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027764719985424135,0.001248607742434709,0.9721675297704279,0.002845759540348796,0.010149127681093913,0.008887162654784316,0.005950420353345015,0.14731174786752127,0.3281681524811642,0.14316423797137187,0.30729261612242337,0.07406324555751914,0.02699195924299741,7.90117167836336e-05,0.0002817876881618895,0.0002467495825750051,0.00016521175490619288,0.00018393458893897681,0.0004097532960084758,0.0001787559759708201,0.0003836879396834747,9.247594183296147e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.22965670233705,-1.469061840514744,-1.990964045562599
200.0,21.2395932575,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027765899940271538,0.0013490051461845353,0.9704590978923257,0.003221305951320331,0.010570372805923677,0.009575965937649504,0.006173257412780883,0.13871842161049258,0.3433838463757216,0.13877088407891275,0.30759604873565927,0.07153079919921385,0.026945670208204497,8.944245872136153e-05,0.0002934959136606441,0.00026588531205622466,0.00017140604762881355,0.00018713186462315055,0.00046322657587748834,0.0001872026367630309,0.0004149486526904335,9.649541623043211e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.130499102910424,-1.5705986738487745,-2.122493442340893
200.0,22.7971702376,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02776746967468527,0.0014494606844833674,0.9688401877102457,0.0036138863840642567,0.010945167715045851,0.010230768615433589,0.006369989575210718,0.13131249745842072,0.3581237298558027,0.13446942229591924,0.30700236369153583,0.06909198669832153,0.026902240531860633,0.00010034848057726225,0.00030391961261187994,0.00028408255727777396,0.0001768784923577249,0.00019033230244730294,0.0005190862666065284,0.00019490814088312609,0.00044498785621434523,0.00010014611833206485,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.03722501884816,-1.6678477721691003,-2.2479605223881904
200.0,24.3547472177,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02776941726344121,0.0015499489551524467,0.9673028557531678,0.004022494691782883,0.011279244332106792,0.010851278187714872,0.006544127035227815,0.1248656624821758,0.37239785806597575,0.13030170511261308,0.3056737650297331,0.06676100930950236,0.026861436621528,0.00011170233353609624,0.0003132180422745778,0.0003013336718363324,0.00018172659426620764,0.00019353540309866645,0.0005771976710103683,0.00020196099169387686,0.0004737787327253493,0.00010347615662418596,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.949315675105172,-1.761059141741896,-2.3677888337615407
200.0,25.9123241978,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027771727631322476,0.001650448289638514,0.9658397717163355,0.004446089553605512,0.011577644149268226,0.011437806873965213,0.006698687706825571,0.11920467447383232,0.38621082081958863,0.12629265574043264,0.3037475023063326,0.06454434665981383,0.026823039075604748,0.00012347558810720042,0.0003215311799258514,0.00031764765720342986,0.00018603413048124792,0.00019674115110225238,0.0006374209886615766,0.0002084394976607027,0.0005013195456634572,0.00010652710655052507,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.866291240972185,-1.8504840109511278,-2.482386532721886
200.0,27.4699011778,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027774383461584833,0.001750940424565343,0.9644441992186412,0.004883617747739183,0.011844781341938851,0.011991139028119992,0.006836262663560643,0.11419573511186824,0.39956497560671794,0.12245569195698304,0.30134009645169774,0.06244350087273307,0.026786843016399657,0.00013563947200550934,0.00032898149900963505,0.0003330464935081803,0.0001898729806618486,0.00019994992892032604,0.0006996144680302676,0.00021441262126560274,0.000527628556419697,0.00010933484992944961,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.78770972872705,-1.9363699460109203,-2.5921427361667924
200.0,29.0274781579,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027777365995421167,0.0018514101342365329,0.9631099712083946,0.005334034168796468,0.012084508174870447,0.012512411425426681,0.006959075022511875,0.1097338900801607,0.412462431510326,0.11879641460100221,0.2985504623440681,0.060456801464443,0.026752658164095118,0.00014816541933874162,0.0003356758064480355,0.00034756183164936637,0.00019330477388990614,0.00020316243616360727,0.0007636371256900594,0.00021994088590326032,0.0005527393515648101,0.00011193033491479584,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.71316558959678,-2.0189569590929697,-2.697424847625827
200.0,30.585055138,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027780655708370697,0.0019518448487328643,0.9618314614913599,0.005796318215622401,0.012300178891532267,0.013003009374244267,0.007069032027241177,0.10573566646256241,0.4249062012923425,0.11531514889772675,0.2954623784769002,0.05858060487046822,0.026720308681170476,0.0001610255207243635,0.0003417070349370266,0.0003612321265985967,0.00019638234494023286,0.00020637961591228872,0.0008293509801871083,0.00022507727935689118,0.0005766967214244975,0.00011434025185207874,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.642288062044592,-2.098474593249687,-2.798576823460131
200.0,32.142632118,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027784232861254494,0.002052234277732964,0.9606035534384827,0.0062694865056314,0.012494709847251144,0.013464479647387046,0.007167770561247848,0.102133850817944,0.43690079759922046,0.11200871127642084,0.2921465439843547,0.056810096322059994,0.026689632816083327,0.00017419287299295556,0.0003471559279298353,0.00037410023787862347,0.00019915100636975502,0.00020960258956544958,0.000896622792801992,0.0002298681166861656,0.0005995531516859137,0.0001165876269934429,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.57473931810401,-2.1751398969769458,-2.895918282503315
200.0,33.7002090981,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027788077931819283,0.002152570054918259,0.9594216067801891,0.006752602126304154,0.012670634699982043,0.013898459819503948,0.007256696574020827,0.09887371629848053,0.4484524626174365,0.10887164446061,0.28866235003994456,0.055139826583528416,0.02666048237867917,0.00018764183412830842,0.0003520925844887146,0.00038621148459663465,0.00020164964992645674,0.00021283260092259262,0.0009653253420846438,0.00023435384169561644,0.0006213659306783172,0.00011869233953708905,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.510212455922666,-2.249156183574394,-2.989744347711552
200.0,35.2577860782,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027792171938851997,0.0022528454126575755,0.9582814233351573,0.00724478080291053,0.012830154162871832,0.014306622685115067,0.007337019013945314,0.09591025124159494,0.4595691636393016,0.10589708268219795,0.2850594325791455,0.05356406985776011,0.02663272208313851,0.00020134819373378367,0.00035657785049651166,0.00039761211752899835,0.0002039116939541945,0.0002160709695364627,0.0010353382821036792,0.00023856975693440965,0.0006421948350206994,0.00012067156906232478,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.448429390646083,-2.3207124481654198,-3.0803260872166014
200.0,36.8153630582,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02779649667348669,0.0023530548922575272,0.9571792124649244,0.007745194450440476,0.012975180262709189,0.014690633929214486,0.00740977889271139,0.09320609288890438,0.47026044752228313,0.1030773569917149,0.2813790425449909,0.05207706005210666,0.02660622879521188,0.00021528927177717628,0.0003606645550102861,0.0004083481571448212,0.00020596589434252404,0.000219319052860446,0.0011065486466775225,0.00024254667915033038,0.0006621003326392297,0.0001225401809299986,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.389138696648427,-2.389983289654575,-3.1679113974219906
200.0,38.3729400383,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02780103485333689,0.0024531940915181144,0.9561115569627138,0.008253072601948533,0.01310737531738296,0.015052121028209393,0.007475874089745369,0.09072996594220177,0.4805372186022467,0.10040441657369324,0.2776552550299665,0.050673143851891936,0.026580890718798603,0.00022944395905389093,0.00036439859803433136,0.00041846454132189444,0.0002078370361281692,0.00022257821637304914,0.00117885106542958,0.0002463115215009077,0.0006811422311184691,0.00012431105709610876,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.332113451006414,-2.4571292807761616,-3.252726267728953
200.0,39.9305170184,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027805770214573516,0.002553259448871746,0.9550753799713934,0.008767702185263281,0.013228185999607647,0.015392651379300066,0.007536080464435593,0.08845548805351539,0.49041148386674277,0.0978701191390243,0.2739160321898799,0.04934687675083768,0.026556606553081053,0.00024379271227324486,0.00036781990026072867,0.0004280045272458557,0.00020954652171263256,0.0002258498106772,0.001252147755017975,0.00024988780645391733,0.0006993786973862683,0.0001259953793363858,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.277149121603948,-2.5222972051369172,-3.334975843642793
200.0,41.4880939985,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027810687555673067,0.0026532480616781977,0.9540679133973583,0.009288426071346891,0.013338872931217442,0.015713717808778244,0.007591069791299092,0.08636024570089057,0.4998960940266987,0.09546642789090065,0.27018415238858406,0.048093079992926044,0.026533284646386882,0.00025831751535419626,0.0003709632274349132,0.00043700929631794737,0.0002111128701791274,0.0002291351545119408,0.0013263483425168404,0.00025329611475687357,0.0007168655786211775,0.00012760287127136554,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.224061534918523,-2.585621282122231,-3.414846408511748
200.0,43.0456709785,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027815772744727716,0.002753157535362964,0.9530866681552587,0.009814640756183915,0.013440536279242212,0.016016729832601682,0.007641424976713532,0.08442507181647324,0.5090044982039876,0.09318554177293271,0.2664780173654999,0.04690687084110648,0.026510842167436394,0.0002730018168451544,0.0003738589027106696,0.0004455177171373492,0.0002125521405981499,0.0002324355226450827,0.0014013695697639528,0.00025655447651902995,0.0007336559615184089,0.0001291420049164896,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.17268494952885,-2.6472236797369035,-3.4925065848705685
200.0,44.6032479586,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02782101270024189,0.002852985859655065,0.9521294064576902,0.010345793472587704,0.013534137819674988,0.016303009290303837,0.007687652959743373,0.08263347569806535,0.5177505222355009,0.09101997814713113,0.2628123491160083,0.04578367480329425,0.026489204309333172,0.0002878304515949422,0.0003765334201680019,0.00045356622851770457,0.00021387829062807255,0.0002357521377007309,0.0014771349187669095,0.00025967871059987815,0.0007497999157707021,0.0001306201768168444,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.122870252877775,-2.707215348961965,-3.5681087911703866
200.0,46.1608249387,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02782639535344601,0.002952731308139399,0.9511941162585567,0.010881378966632093,0.013620519910323595,0.016573789217824833,0.007730195646662793,0.08097118909141458,0.5261481753133354,0.08896262169012575,0.2591987880731072,0.044719225832017,0.026468303536882284,0.00030278955311617637,0.0003790099719441473,0.0004611888112798745,0.0002151034802235261,0.00023908616508749522,0.0015535741899681025,0.0002626827183185955,0.0007653443765752527,0.00013204385818995276,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.074483291299277,-2.765697551845614,-3.641791329357849
200.0,47.7184019187,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02783190959838571,0.0030523923535713754,0.9502789877831089,0.011420936171788987,0.013700421786711013,0.01683021507427598,0.00776943918411502,0.07942579993893951,0.5342114902822415,0.08700674889595778,0.25564640247638937,0.04370955840647189,0.026448078881224968,0.00031786646306216444,0.00038130890062749496,0.0004684170244686375,0.00021623832900244486,0.00024243870440990878,0.001630623068127483,0.00026557873503912623,0.0007803331241369613,0.00013341872185789624,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.027403339846757,-2.8227571368372626,-3.7136741626440912
203.5068275862,3.0430237389,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02752741712492505,0.00018813364338128718,0.9995878734796295,1.8458159268727084e-05,0.00018361330201892623,9.251571314762203e-05,0.0001175393459350735,0.940801934530706,0.01373494581254142,0.016235285496604048,0.020025520441050475,0.009202313719097912,0.027516072346290568,5.08105449548552e-07,5.054399954359825e-06,2.5467186264245042e-06,3.235554604145632e-06,0.00017699649564342494,2.584005397357971e-06,3.05440341181149e-06,3.7674741211812667e-06,1.731264807511493e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,19.061544732604126,-0.01765124663502249,-0.025510253643766134
203.5068275862,4.5635532275,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027524842280209627,0.0002814957343287783,0.9963617239407748,0.00017718107918420438,0.0015959203445974053,0.0008567134906456093,0.0010084611447979638,0.639839623297455,0.08793229044497741,0.09485895233065898,0.12428091119667325,0.053088222730235245,0.027424699305507592,4.8768812595825585e-06,4.392745577682138e-05,2.358090370934824e-05,2.7757733956283596e-05,0.00018011212461276597,2.475256467002033e-05,2.6702390443977425e-05,3.498454636035722e-05,1.4944108241657309e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.868916072386742,-0.157663984037395,-0.22656499052946444
203.5068275862,6.0840827162,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027522392390885785,0.0003754305962575132,0.9933115251085334,0.0003539987571528505,0.002885404365815702,0.0016471313227364335,0.0018019404457615777,0.48833000416297656,0.13134309945206638,0.1292527746052158,0.17956222708254388,0.07151189469719747,0.027338309560426252,9.742892700246638e-06,7.941323116235471e-05,4.533299458367086e-05,4.9593712013257785e-05,0.00018333402463334018,4.931021814159913e-05,4.852544623797413e-05,6.741315397892644e-05,2.6847753265673343e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.687609919451155,-0.29325298067698924,-0.41908622288578457
203.5068275862,7.6046122048,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02752011740900021,0.0004698486019652133,0.9904314908424056,0.0005498121639821372,0.004055943157039921,0.002456567814430113,0.0025061860221422855,0.3972241273520858,0.16251185304802096,0.1459013091394196,0.21446683903114344,0.0798958714293302,0.027256790913554117,1.5130895305684893e-05,0.0001116200318859696,6.760503467628775e-05,6.89705335781509e-05,0.00018663520090322935,7.635596695738883e-05,6.855152612405069e-05,0.00010076694448668118,3.7538963493863224e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.517203615415024,-0.4244086611604416,-0.6033024402914329
203.5068275862,9.1251416935,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02751806611437464,0.0005646863699104552,0.9877148880235946,0.0007652723997880011,0.005113104942370676,0.0032772926692172747,0.003129441965029401,0.3364588635909348,0.18766315479140724,0.15380099412152098,0.23862717391333088,0.08344981358280602,0.027180003590785422,2.1058816492872354e-05,0.00014070275985389197,9.01847563476763e-05,8.611619089477755e-05,0.00018999373430536202,0.00010597082564510361,8.684932505910096e-05,0.0001347495125991097,4.712297230177893e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.357229619507365,-0.5511056058709158,-0.779431233222244
203.5068275862,10.6456711821,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.027516283112955685,0.0006598888284269952,0.9851538767419693,0.0010008185506255862,0.006063885105781808,0.004101556083322013,0.003679863518301371,0.2930717644663452,0.20944681705013607,0.15686590831567868,0.25619800470897175,0.0844175054588683,0.027107772982257878,2.7538806583711605e-05,0.00016685557933512747,0.00011285957839235416,0.00010125616638661771,0.0001933947832987288,0.00013821161472097747,0.00010351406045856964,0.00016906220117273715,5.5706168775982066e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.207160734731264,-0.6733139697149824,-0.9476931898836476
203.5068275862,12.1662006708,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.0275148072571671,0.000755405014681896,0.982739819653186,0.001256686441819535,0.006916215583766185,0.004921965966436065,0.004165312354792033,0.26055920379437764,0.2291617808732408,0.1570788441161435,0.2692818799662392,0.08391829124999892,0.027039896721700568,3.457748522935964e-05,0.00019029833873634202,0.00013542694489282453,0.00011460776660799962,0.00019682772916779497,0.0001731099584450799,0.00011865814654577064,0.00020341688248946547,6.339229803378506e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,18.066430003706465,-0.7910373716995913,-1.1083439810899698
203.5068275862,13.6867301594,0.9499990500009501,0.01158898841101159,0.013723986276013725,0.016906983093016907,0.007780992219007781,0.02751367070835416,0.0008511870591681232,0.9804636349424314,0.0015329149504040717,0.007678487559879674,0.0057317740678923075,0.004593188479392491,0.23530024854369652,0.24750435254506142,0.15555131446485654,0.2790772542991618,0.08256683014722363,0.026976153593322023,4.217611716933068e-05,0.0002112633782607232,0.00015770214427867255,0.00012637547532341097,0.0002002845265794375,0.00021067250197414123,0.0001324032659090772,0.000237546947367618,7.027981733784921e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,17.934451368473212,-0.9043051405227587,-1.261660555404898
